"True_Positives","False_Positives","True_Negatives","False_Negatives","Accuracy","Precision","Recall","F1_Score","FDR"
225,53,9058,653,0.929322254479928,0.809352517985611,0.25626423690205,0.389273356401384,0.190647482014388
