"True_Positives","False_Positives","True_Negatives","False_Negatives","Accuracy","Precision","Recall","F1_Score","FDR"
230,48,9035,673,0.92779891848588,0.827338129496403,0.254706533776301,0.389500423370025,0.172661870503597
