"True_Positives","False_Positives","True_Negatives","False_Negatives","Accuracy","Precision","Recall","F1_Score","FDR"
391,57,8945,603,0.933973589435774,0.872767857142857,0.393360160965795,0.542302357836338,0.127232142857143
