"True_Positives","False_Positives","True_Negatives","False_Negatives","Accuracy","Precision","Recall","F1_Score","FDR"
510,43,9107,339,0.961796179617962,0.922242314647378,0.600706713780919,0.72753209700428,0.0777576853526221
