"True_Positives","False_Positives","True_Negatives","False_Negatives","Accuracy","Precision","Recall","F1_Score","FDR"
449,36,9135,377,0.958687606281885,0.925773195876289,0.543583535108959,0.684973302822273,0.0742268041237113
