"True_Positives","False_Positives","True_Negatives","False_Negatives","Accuracy","Precision","Recall","F1_Score","FDR"
569,42,9110,278,0.967996799679968,0.93126022913257,0.671782762691854,0.780521262002744,0.0687397708674304
